review_id,username,review_text,rating,date,app_version,thumbs_up,platform,text_clean,sentiment,word_count,aspek_rasa,aspek_harga,aspek_aplikasi,aspek_pelayanan,aspek_kecepatan,aspek_stok,aspek_pengiriman,aspek_pesanan,aspek_umum
a6e689ec-f775-4ec3-9140-f656a0af8104,Febriansyah khaiqal,gajelas udah gabisa pake otp dari sms,1,2026-06-17 13:56:43,,0,playstore,gajelas tidak bisa pakai otp sms,negative,6,0,0,1,0,0,0,0,0,0
530f074a-2c92-45f7-93cb-c27cbd9eec25,Analis Setyastuti,mantapssss pokoknyaa,5,2026-06-17 13:32:04,126.06.02,0,playstore,mantapssss pokoknyaa,positive,2,0,0,0,0,0,0,0,0,1
151ad6df-80aa-4025-bffc-e7a90f4112f3,Asti Hermanto,kopinya enak pelayanannya bagus dan sering dapet promo,5,2026-06-17 13:24:37,126.06.11,0,playstore,kopi enak layan bagus promo,positive,5,1,1,0,0,0,0,0,0,0
73ddb9d8-c9a9-40e1-8157-efed398227c9,Azriel Al Mushorih,mantap,5,2026-06-17 11:09:59,126.06.11,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
554f446d-aadf-47be-8533-84035e1340aa,Zaenab Askariyah,kerenn,5,2026-06-17 10:05:31,126.06.11,0,playstore,kerenn,positive,1,0,0,0,0,0,0,0,0,1
0fd0671c-d2d7-4eba-a767-c347737bb60b,dwii sukma,nyaman banget nongki di sini,5,2026-06-17 09:46:01,126.06.11,0,playstore,nyaman banget nongki,positive,3,0,0,0,0,0,0,0,0,1
b3e9b13c-e3f7-4ae8-baa0-fc26ab09f39f,Yanie Property,kopinya mantap tempatnya nyaman buat ngumpul bareng temen,5,2026-06-17 07:01:20,126.06.02,0,playstore,kopi mantap tempat nyaman kumpul bareng teman,positive,7,1,0,0,0,0,0,0,0,0
92737692-c905-4ef5-be16-f7ef73500641,Febby Arthadi Putri,sejauh ini sangat memuaskan untuk pecinta Coffee. 🫶,5,2026-06-17 02:02:21,126.06.11,0,playstore,muas cinta coffee,positive,3,0,0,0,0,0,0,0,0,1
0caccdf1-0c70-4d3a-9931-216416d1a33b,Glend Fredrik,mantap👍,5,2026-06-17 01:20:16,126.03.26,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
2a93014d-b058-4d32-8ec0-e6f83a22ebe6,Ahli Gilang Ramadhan,"pesen pick up buat jam 20:00, dateng ke sana jam 20:20 pesenan belum jadi, nunggu 30 menit pas ditanya ternyata belum di bikinin juga fungsi nya menu pick up apa yah ?",1,2026-06-16 22:04:02,,0,playstore,sen pick up jam dateng jam pesan nunggu menit pas tanya bikinin fungsi nya menu pick up yah,negative,18,1,0,1,0,1,1,0,0,0
121d9ada-970a-424d-b455-1012e08e216d,Gunadi Rahmat,mantap,5,2026-06-16 21:14:23,126.06.02,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
fcebb246-e540-480a-a8a0-74abfb6e512f,Nasrudin NAS,sangat suka,5,2026-06-16 21:14:13,126.06.02,0,playstore,suka,positive,1,0,0,0,0,0,0,0,0,1
c6ec4dc2-26fa-4abf-bb2d-4f691183217d,Oky Rizky Priyana,mudah digunakan,5,2026-06-16 21:03:32,126.06.02,0,playstore,mudah guna,positive,2,0,0,0,0,0,0,0,0,1
10e4a2f8-2e34-4a18-ae56-c4a84e15ddc8,Sri Mulyani,sangat suka dengan pelayanannya,5,2026-06-16 20:06:42,126.06.11,0,playstore,suka layan,positive,2,0,0,0,0,0,0,0,0,1
8d5a2fe7-9272-4922-af38-81b9e916d1c0,syifa elvina,KKM the best sihhh,5,2026-06-16 19:16:05,126.06.02,0,playstore,kkm best sihhh,positive,3,1,0,0,0,0,0,0,0,0
32a8fb56-c87f-4ab2-a5fb-0dd043d5dd19,acuk sagita,nice,5,2026-06-16 18:39:14,126.04.23,0,playstore,nice,positive,1,0,0,0,0,0,0,0,0,1
9c4425db-144f-4c79-832b-5c0bc08411a1,Mas Boy Mulyono,awesome,5,2026-06-16 17:31:58,,0,playstore,awesome,positive,1,1,0,0,0,0,0,0,0,0
efba2b54-74af-413c-addd-168a5de3861e,orang hutan,gacor,5,2026-06-16 17:18:15,,0,playstore,gacor,positive,1,0,0,0,0,0,0,0,0,1
35abda83-0afa-4fe0-bc70-c301c56d3026,Fariz Finandita,mantap,5,2026-06-16 16:34:22,,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
76cd1419-e158-433f-bac3-44e58a9216f8,Habibah Atun,enak kopinya😋,5,2026-06-16 16:10:23,126.06.11,0,playstore,enak kopi,positive,2,1,0,0,0,0,0,0,0,0
0728ea2c-d58f-46b2-85f7-647903bba0e7,Ardi Ansah,bagus sekali,5,2026-06-16 13:36:32,,0,playstore,bagus,positive,1,0,0,0,0,0,0,0,0,1
8440c823-d618-4d6b-a514-1815ca4378c3,Sri Yuli,bagusss,5,2026-06-16 12:58:07,126.06.02,0,playstore,bagusss,positive,1,0,0,0,0,0,0,0,0,1
27b2d069-d998-4172-8f6f-4f24458b0ca8,Wulan Cahya imaniar,ngebantu bgt KLO lg buru² pgn ngopi pesen drmh nnti sekalian lewat tinggal ambil di outlet,5,2026-06-16 12:04:52,126.06.11,0,playstore,ngebantu banget buru pgn ngopi sen drmh nnti ambil outlet,positive,10,0,0,0,0,0,1,0,0,0
e10557d3-35e4-4ce4-9eb7-354cb0e400d3,fachrizal,Kasir nya ramah ramah,5,2026-06-16 11:32:32,126.06.02,0,playstore,kasir nya ramah ramah,positive,4,0,0,0,1,0,0,0,0,0
6d06806d-0417-4e30-938d-1f91f48f0ae5,Ruby Valerie,Bagus,5,2026-06-16 10:54:08,126.06.02,0,playstore,bagus,positive,1,0,0,0,0,0,0,0,0,1
86aa5c44-bcf8-4e8b-8c05-23d8bb1c2614,dista ambar,kopinya enak bngt wajib cobain,5,2026-06-16 09:45:22,126.06.02,0,playstore,kopi enak bngt wajib cobain,positive,5,1,0,0,0,0,0,0,0,0
af1d631f-2eed-47d8-a868-bd39d5a3b010,farisa azzahra55,BANYAKIN DISKON 50% HEHWHWHWH,5,2026-06-16 09:39:40,126.06.11,0,playstore,banyakin diskon hehwhwhwh,positive,3,0,1,0,0,0,0,0,0,0
2931b264-63ec-4539-a00f-34353060a509,al amirah,Kopinya bikin nagih,5,2026-06-16 06:55:50,,0,playstore,kopi bikin nagih,positive,3,1,0,0,0,0,0,0,0,0
46e112da-c5e2-45aa-85bd-b9948f42e6ab,yeni sulistyowati,good,5,2026-06-16 06:46:12,,0,playstore,good,positive,1,0,0,0,0,0,0,0,0,1
f8d5012b-b782-4bde-9210-4c132f5d144e,Alif Aulia,Sangat memudahkan. Saya biasanya d jalan order. Biar sampai tempat udh jadi tinggal ambil.,5,2026-06-15 23:02:16,126.06.02,0,playstore,mudah jalan pesan biar udh ambil,positive,6,1,0,1,0,0,0,0,0,0
03d1a74d-1abd-48c8-a29e-2df0ba358b58,audina permatasari,Beli kopi dan camilan dengan cepat. rasa enak.,5,2026-06-15 22:26:18,,0,playstore,beli kopi camil cepat enak,positive,5,1,0,0,0,1,0,0,0,0
05bd66bd-b90a-4794-bc59-9f91ebcca6c5,Zulfikar Amirudin Shaleh,kopi nya enak varian lain baik kopi atau non kopi juga enak,5,2026-06-15 15:52:44,126.06.02,0,playstore,kopi nya enak varian kopi non kopi enak,positive,8,1,0,0,0,0,1,0,0,0
d97f48b8-2149-4877-a072-5c28a7650147,Vania Damayanti,enak,5,2026-06-15 15:10:00,126.06.02,0,playstore,enak,positive,1,1,0,0,0,0,0,0,0,0
cea39e8a-3518-4a5a-a549-ccbfcb4843ab,Aulia Nurzahra,lovyu kopken,5,2026-06-15 12:28:19,126.06.02,0,playstore,lovyu kopi kenang,positive,3,1,0,0,0,0,0,0,0,0
b0bd819d-1414-48ed-8562-6a69143a6d79,salbian,fitur Pickup di aplikasi tidak akurat terkait estimasi pengambilan. Perlu ditingkatkan terkait ketepatan waktu ambil.,1,2026-06-15 12:04:57,,0,playstore,fitur ambil sendiri aplikasi akurat kait estimasi ambil tingkat kait tepat ambil,negative,12,1,0,1,0,0,0,0,0,0
921967f7-74eb-4043-a87d-df71a4e22423,Ardela 123,kopi kesukaan... harga ok rasa ok pelayanan ok the best buat akuu...,5,2026-06-15 11:36:31,126.06.02,0,playstore,kopi suka harga ok ok layan ok best akuu,positive,9,1,1,0,0,0,0,0,0,0
55a82d34-7341-48d7-ad5f-dd3582182505,Fina Yulianawati Fina,pelayanannya sangat re amah,5,2026-06-15 08:03:32,126.06.02,0,playstore,layan reply amah,positive,3,0,0,0,0,0,0,0,0,1
44f6e7ba-053a-4496-b8c7-beb6ad894602,Anggi Firmansyah,kopi favorit ini,5,2026-06-14 23:45:39,126.06.02,0,playstore,kopi favorit,positive,2,1,0,0,0,0,0,0,0,0
b1d85a8c-7a07-4292-91ea-5f52d3415d97,Eriana Miyantini,endull,5,2026-06-14 22:14:20,,0,playstore,endull,positive,1,0,0,0,0,0,0,0,0,1
f9e9fda3-04ce-4a65-9338-12bfc55a8ad0,Roitotuti Aritonang,terimakasih jadi teman saat jenuh,5,2026-06-14 22:10:56,126.06.02,0,playstore,terimakasih teman jenuh,positive,3,0,0,0,0,0,0,0,0,1
145f354c-22fa-4d77-a006-5f0b078e99e3,chephy hendra,ok,5,2026-06-14 20:25:25,126.06.02,0,playstore,ok,positive,1,0,0,0,0,0,0,0,0,1
acd36125-0bb2-4e6b-99cf-cd7dd1d2dd3b,Nabila Keisya,gooodd,5,2026-06-14 18:12:48,126.06.02,0,playstore,gooodd,positive,1,0,0,0,0,0,0,0,0,1
f80f12d4-e0c4-4923-b800-3eb91e789b5d,Septian Budi Prasetyo,ok oi,5,2026-06-14 17:53:23,126.06.11,0,playstore,ok oi,positive,2,0,0,0,0,0,0,0,0,1
53847e8f-2949-4093-ad94-2e0e40a58253,Tedi Febriyanto,Kasir untuk Customer servicenya kurang baik menyambut customer,4,2026-06-14 16:48:28,126.03.26,0,playstore,kasir customer servicenya sambut customer,positive,5,0,0,0,1,0,0,0,0,0
465d7637-d300-4908-84a0-57c14896feae,Asep Muhaemin,mantap,5,2026-06-14 16:44:02,126.06.02,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
2a74f6e1-a4c1-4f9f-9ed7-0bf1e535a140,Hokhok Chang,good,5,2026-06-14 15:58:03,126.06.02,0,playstore,good,positive,1,0,0,0,0,0,0,0,0,1
2a822608-1102-46cf-af6f-2a86e981e4a4,Samsul Rizal,pertahankan rasa harga pelayanan,5,2026-06-14 15:42:24,126.06.02,0,playstore,tahan harga layan,positive,3,0,1,0,0,0,0,0,0,0
32f0008d-801b-4316-8355-b9a3bdda96ee,Daine Herdian,good,5,2026-06-14 14:46:15,126.06.02,0,playstore,good,positive,1,0,0,0,0,0,0,0,0,1
955a05b1-e517-40c8-a6e2-7efd3999a480,Gung Dewi,sangat mantap dan harga terjangkau,5,2026-06-14 12:03:06,,0,playstore,mantap harga jangkau,positive,3,0,1,0,0,0,0,0,0,0
7d830783-b04b-4032-b762-5cd3125b8e1c,asep saepulloh,tempatnya nyaman sekali,5,2026-06-14 10:16:10,126.06.11,0,playstore,tempat nyaman,positive,2,0,0,0,0,0,0,0,0,1
17643f58-55e8-405b-bd1e-200e2154d0f8,Abdullah Apriyadi,kopi dan rotinya mantap,5,2026-06-14 09:41:22,126.06.02,0,playstore,kopi roti mantap,positive,3,1,0,0,0,0,0,0,0,0
7ab91d31-2782-4e0f-871c-efb334c63223,Abdul Rahman,"Respon aplikasi cepat, sangat bagus,",5,2026-06-14 09:34:18,126.06.02,0,playstore,respon aplikasi cepat bagus,positive,4,1,0,1,1,1,0,0,0,0
ee491c80-9a49-45d5-a885-90f70b4c7cc5,A52s Rohim,bagus bisa dapat promo,5,2026-06-14 08:11:25,,0,playstore,bagus promo,positive,2,0,1,0,0,0,0,0,0,0
268ed4b6-0845-4414-a090-a3da313c46f5,Nazwa nur sheizya,nyaman banget plsss,5,2026-06-14 01:57:55,126.06.02,0,playstore,nyaman banget plsss,positive,3,0,0,0,0,0,0,0,0,1
13ab15ad-13e6-4275-9a9b-1af34a1c71f9,Susi Safitri,enak suka nikmat,5,2026-06-13 22:33:50,126.06.02,0,playstore,enak suka nikmat,positive,3,1,0,0,0,0,0,0,0,0
b2291cea-e304-44c3-a223-a3837bf3424b,Christavia Motto,salah 1 t4 fav buat nongki bareng pasangan,5,2026-06-13 22:31:14,126.06.02,0,playstore,salah t fav nongki bareng pasang,positive,6,0,0,0,0,0,0,0,1,0
2db932e3-7d4d-4475-b3fd-c631da14e29c,Arma Wati,nyaman,5,2026-06-13 22:28:59,,0,playstore,nyaman,positive,1,0,0,0,0,0,0,0,0,1
096e36c4-ec43-415f-b1af-b623eba1965b,Yogi Setiawan,aplikasinya sangat membantu,5,2026-06-13 22:02:07,,0,playstore,aplikasi,positive,1,0,0,1,0,0,0,0,0,0
5f9fd28f-aacd-464f-8946-63850eed10d8,Bara Mlbb,keren,5,2026-06-13 21:50:01,,0,playstore,keren,positive,1,0,0,0,0,0,0,0,0,1
56c6645c-fc39-4e10-b1c3-691458ca1143,Riky Sugianto,salah pilih outlet gk bisa balikin voucher,1,2026-06-13 21:37:05,,0,playstore,salah pilih outlet balikin voucher,negative,5,0,1,0,0,0,1,0,1,0
53f6551f-e276-4008-bf65-d7e7aba53c35,Lisa Saiful,tempat ngopi nyaman dengan harga terjangkau,5,2026-06-13 21:29:57,,0,playstore,ngopi nyaman harga jangkau,positive,4,0,1,0,0,0,0,0,0,0
754b8cad-91c3-4d83-a00a-ff005715ed2e,Jesika Anggraeni,memudahkann dan banyak promoo,5,2026-06-13 21:26:51,,0,playstore,memudahkann promoo,positive,2,0,1,0,0,0,0,0,0,0
46d31b16-73aa-4dd1-81bb-dfc0418506cd,abnu hurairoh,kopi pilihan keluarga,5,2026-06-13 20:52:14,126.06.02,0,playstore,kopi pilih keluarga,positive,3,1,0,1,0,0,0,0,0,0
7d846189-b513-4d80-8fba-f5262c412935,Riska Edwar,ok mantep,5,2026-06-13 20:31:48,126.06.02,0,playstore,ok mantap,positive,2,0,0,0,0,0,0,0,0,1
e8ab5508-f76b-4fdb-a2fb-9e2138a2970d,Burry Dumy,"good food, good mood",5,2026-06-13 19:47:18,,0,playstore,good food good mood,positive,4,0,0,0,0,0,0,0,0,1
aa081d91-ee84-42ff-a7c7-30f9d2375014,budi wicaksono,mudah di dapatkan dan semakin seger,5,2026-06-13 15:30:25,126.06.02,0,playstore,mudah dapat seger,positive,3,0,0,0,0,0,0,0,0,1
eae598d1-f92c-485e-80a6-13a8c8f488e6,Farrel Novaliano,Aplikasinya bagus dan cepat,5,2026-06-13 13:45:17,126.06.02,0,playstore,aplikasi bagus cepat,positive,3,0,0,1,0,1,0,0,0,0
644ac68a-afda-4863-a932-76bcdafff52a,Karina Indra Dewi,the best,5,2026-06-13 13:25:36,126.06.02,0,playstore,best,positive,1,1,0,0,0,0,0,0,0,0
9ece2a16-cb84-4a8a-9468-1bda63cbbff4,Sabda Fainir,mantab,5,2026-06-13 13:16:58,,0,playstore,mantab,positive,1,0,0,0,0,0,0,0,0,1
df27e9eb-872f-4752-ab5c-a7a429bfec25,muchamad fasich,mudah di cari gerai nya banyak ada dimana2 dan nyaman tempatnya.,5,2026-06-13 12:00:35,126.06.02,0,playstore,mudah cari gerai nya nyaman tempat,positive,6,0,0,0,0,0,0,0,0,1
62063c38-66ac-4e46-b36b-0b0fd3c85bbe,Azhar Amrullah Hafizh,keren,5,2026-06-13 09:42:37,126.06.02,0,playstore,keren,positive,1,0,0,0,0,0,0,0,0,1
517f8310-1025-47e8-8156-6571c7550f0c,gilangyestra,"hhi cinta bgt sama cs nya, minta solusi malah pea wkwk luve uu",1,2026-06-13 09:37:53,126.06.02,0,playstore,hhi cinta banget cs nya solusi pea wkwk luve uu,negative,10,0,0,0,1,0,0,0,0,0
01143d5f-e86c-4aa0-8d27-2ea8a5823f79,Rusdi Rufe,kopinya benar2 enak,5,2026-06-13 04:00:50,126.03.26,0,playstore,kopi benar enak,positive,3,1,0,0,0,0,0,0,0,0
52775c09-7462-4fcf-b516-40aae7513974,Alif Muhammad al-kautsar,"kopi nya enak, mantrap pokoknya",5,2026-06-12 22:55:01,126.06.02,0,playstore,kopi nya enak mantrap pokok,positive,5,1,0,0,0,0,0,0,0,0
3e93fa6d-ff85-4765-8b2c-df73e1b8d6d5,Riski Hlw,"Pesen disini kalap banget soalnya banyak promo nya, jadi lebih hemat kalau mau ngopiii",5,2026-06-12 21:09:32,,0,playstore,sen sini kalap banget promo nya hemat ngopiii,positive,8,0,1,0,0,0,0,0,0,0
0618f89c-abac-481d-87a0-6d2114741183,iemyluv ie,"no caption, cinta banget sama kopken",5,2026-06-12 20:46:52,126.06.02,0,playstore,caption cinta banget kopi kenang,positive,5,1,0,0,0,0,0,0,0,0
3f8c3ad0-be84-45a9-869c-f99fc25db814,Hendri Mulyana,mantap kopi Kenanga😇,5,2026-06-12 20:33:42,,0,playstore,mantap kopi kenanga,positive,3,1,0,0,0,0,0,0,0,0
195b8dac-1160-42d2-a762-827dc06cf350,RIDJI,mknyoZz,5,2026-06-12 19:38:43,126.06.02,0,playstore,mknyozz,positive,1,0,0,0,0,0,0,0,0,1
1630cbf7-c7c1-431b-a007-a7b63f221001,Yulia Yuli,puas banget,5,2026-06-12 19:06:18,126.06.02,0,playstore,puas banget,positive,2,0,0,0,0,0,0,0,0,1
14509d42-ca88-492b-a5c8-f26097c7da6b,erlita dyah kusumastuti,mantaappp,5,2026-06-12 18:15:46,126.06.02,0,playstore,mantaappp,positive,1,0,0,1,0,0,0,0,0,0
d977b6f7-36a4-46ba-b7d3-025053da4f2f,yanti christianti,suasananya nyaman,5,2026-06-12 18:06:04,126.06.02,0,playstore,suasana nyaman,positive,2,0,0,0,0,0,0,0,0,1
3bfe3013-b18f-4741-b481-cb21ff705895,Yudian Lagu gw,good coffe,5,2026-06-12 17:58:21,126.05.21,0,playstore,good coffe,positive,2,0,0,0,0,0,0,0,0,1
c01d57ba-f247-4560-8cef-514e2d88aee6,Zahra Sayyidatina,selalu enakkk,5,2026-06-12 17:07:46,126.06.02,0,playstore,enakkk,positive,1,1,0,0,0,0,0,0,0,0
efdaa309-d0bb-4e3d-b0f0-c86261722d3e,Topik Senayan,taste kopinya buat saya cocok dan enak,5,2026-06-12 16:02:46,126.05.21,0,playstore,taste kopi cocok enak,positive,4,1,0,0,0,0,0,0,0,0
96671350-9ee7-4f3a-8a67-6669aa56ccbd,Re Re,beli voucher didana varian choco caramel tapi stock nya gk ada terus terus gak bisa direfund lagi.Rugi banget,1,2026-06-12 15:58:09,,0,playstore,beli voucher dana varian choco caramel stock nya gak direfund lagirugi banget,negative,12,0,1,1,0,0,1,0,1,0
d690c833-c7cd-430f-9911-53c04649419e,Lestari Sianturi,"Saya belanja di Outlet Ruko Serang via aplikasi... pengiriman terkendala, malah adminnya minta saya kirim driver lain.. padahal saya sudah bayar driver via aplikasi. Layanan pengaduan pelanggan di WA nya juga sangat slow respon.... aplikasi ini sangat tidak direkomendasikan!!!! harusnya ada fitur cancel biar customer tidak dirugikan..",1,2026-06-12 15:02:15,126.06.02,1,playstore,belanja outlet rumah toko serang via aplikasi kirim kendala adminnya kirim driver bayar driver via aplikasi layan adu langgan wa nya slow respon aplikasi rekomendasi fitur cancel biar customer rugi,negative,30,1,0,1,1,0,1,1,1,0
c8908811-be5d-4539-ab85-7ea303f0a88d,Suhartini Lesmana,selalu langganan d kopi kenangan citra 8 setelah jogging pelayanan ny ramah n cepat kopi ny jg enak bngt n gk bkin kembung pdhl suami sy pny asam lambung,5,2026-06-12 14:40:06,126.06.02,0,playstore,langgan kopi kenang citra jogging layan ny ramah cepat kopi ny enak bngt bkin kembung pdhl suami pny asam lambung,positive,20,1,0,0,1,1,0,0,0,0
28cc7086-6641-46bd-8080-597f5cef99dc,Diana Wulandari,pelayanan bintang 1,1,2026-06-12 14:10:05,126.06.02,0,playstore,layan bintang,negative,2,0,0,0,0,0,0,0,0,1
f12ecf84-11c0-46b4-abdb-bf11506f4d5e,Pangeran Bagaskara,mantap,5,2026-06-12 11:55:54,126.06.02,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
b84748e9-61d1-4c50-ab90-d3673b49dd39,Rika Rahmiyati,kopi nya enak pelayan ramah,5,2026-06-12 11:45:09,126.06.02,0,playstore,kopi nya enak layan ramah,positive,5,1,0,0,1,0,0,0,0,0
794b6b37-c067-4206-9ba2-1a49712c9a1b,Annisa Krisnawati,aplikasi kopi kenangan membantu 🔂 penikmat kopi dgn vocher diskon yg lumayan terjangkau dompet,5,2026-06-12 11:35:02,126.06.02,0,playstore,aplikasi kopi kenang nikmat kopi voucher diskon lumayan jangkau dompet,positive,10,1,1,1,0,0,0,0,0,0
a677e775-68e6-4ac8-8467-3d503709be5b,Deni Rofi,pulang kerja emng nek ngopi 🤣,5,2026-06-12 11:32:27,126.06.02,0,playstore,pulang kerja memang nek ngopi,positive,5,0,0,0,0,0,0,0,0,1
61764dbc-fabf-459d-903f-7efc111314dd,Dims,enak,5,2026-06-12 10:02:16,126.06.02,0,playstore,enak,positive,1,1,0,0,0,0,0,0,0,0
11918bcc-c322-426c-918f-db7d8bc1dece,Sari Gustina,enak,5,2026-06-12 09:21:29,126.06.02,0,playstore,enak,positive,1,1,0,0,0,0,0,0,0,0
cb1405a6-02d8-4ed0-bc1a-8686d6ef68e5,Sri Rahayu,kopi kenangan is the best,5,2026-06-12 08:51:40,126.06.02,0,playstore,kopi kenang is best,positive,4,1,0,0,0,0,0,0,0,0
ddf68e5a-61b9-480e-afe5-fc8022224577,Yuni khanza,tempat nyaman,5,2026-06-12 08:06:43,126.06.02,0,playstore,nyaman,positive,1,0,0,0,0,0,0,0,0,1
8dd98bcb-d53c-4d8a-8e37-0cbb87d81044,azam sultanh,mantap,5,2026-06-12 00:48:47,126.06.02,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
07f9de43-4090-410f-acab-42c92ea4ed21,Erin Official,ok,5,2026-06-11 21:33:42,126.06.02,0,playstore,ok,positive,1,0,0,0,0,0,0,0,0,1
de202e47-a125-4f24-8fff-10562a911ba1,Berchmans Vicko,kerenn dan mantap,5,2026-06-11 21:01:41,126.06.02,0,playstore,kerenn mantap,positive,2,0,0,0,0,0,0,0,0,1
84dac685-c405-49f0-b44a-c7cd0e8c7df7,alfarizi maulana,mantap,5,2026-06-11 20:17:29,126.06.02,0,playstore,mantap,positive,1,0,0,0,0,0,0,0,0,1
8a047a4a-d1fb-4273-89b8-797e94bbfede,21.Nadhifa Deefoningtyas,"apk ini sangat bermanfaat, love u kopken🤎",5,2026-06-11 18:21:09,126.06.02,0,playstore,apk manfaat love kopi kenang,positive,5,1,0,1,0,0,0,0,0,0
49dd9ec6-9abb-43a4-b879-94264af13cf3,Javane Oppo a5i,baik banget,5,2026-06-11 17:56:12,126.06.02,0,playstore,banget,positive,1,0,0,0,0,0,0,0,0,1
0d360734-fbdd-43cc-b717-6d6f1ec9d078,cilla zhavira anindya,baikkk,5,2026-06-11 17:05:46,126.06.02,0,playstore,baikkk,positive,1,0,0,0,0,0,0,0,0,1
54100553-86b2-493c-9be0-024f48b3d2ae,AZZARINE,bnyak promo,5,2026-06-11 13:30:32,126.06.02,0,playstore,bnyak promo,positive,2,0,1,0,0,0,0,0,0,0
b83c3e2a-4bb3-46d6-ba6d-3add2a9913c0,Happy Indah,secinta itu aku sama kopinya,5,2026-06-11 12:28:42,126.06.02,0,playstore,cinta kopi,positive,2,1,0,0,0,0,0,0,0,0
f1763d65-3ded-419a-8721-9e21ee3f13e3,Rahyo Purwadi,ok banget,5,2026-06-11 11:14:26,126.06.02,0,playstore,ok banget,positive,2,0,0,0,0,0,0,0,0,1
344f0e04-23c1-435d-885a-18b0a44f4d31,Oghi Putrabaskoro10,good,5,2026-06-11 10:33:06,126.06.02,0,playstore,good,positive,1,0,0,0,0,0,0,0,0,1
07a4faac-f767-4ad7-92f6-a6bac5b40a19,atu 234,enak,5,2026-06-11 10:14:46,126.06.02,0,playstore,enak,positive,1,1,0,0,0,0,0,0,0,0
d709d4b1-1c26-48ea-b40b-4da413ef41fd,Nayla Haznatian Nadiffah,mudah dipahami..,5,2026-06-11 10:08:37,126.06.02,0,playstore,mudah paham,positive,2,0,0,0,0,0,0,0,0,1
4228980e-3e42-45be-b912-36c9a6c9603b,Randy Hazam prasetyo,banyak promo dan tempat yang memadai,5,2026-06-10 20:47:42,126.06.02,0,playstore,promo pada,positive,2,0,1,0,0,0,0,0,0,0
74e2cc2d-4511-4367-8980-2d32a8564349,Rohmatul Umiyah,"jujur semua makanan and minumannya enak, pelayanan super super banget",5,2026-06-10 20:05:16,126.06.02,0,playstore,jujur makan and minum enak layan super super banget,positive,9,1,0,0,0,0,0,0,0,0
d6d35aa3-1ef6-4e0a-9bf7-f9aea00a9dbb,mitha andriani,bagus,5,2026-06-10 18:51:43,,0,playstore,bagus,positive,1,0,0,0,0,0,0,0,0,1
f2df21a9-be36-4787-99e5-e09516f08986,Lusy Chaterine,enak banget kopi nya,5,2026-06-10 14:28:23,126.06.02,0,playstore,enak banget kopi nya,positive,4,1,0,0,0,0,0,0,0,0
